date,pool,threads,ws,rw_ratio,ltc,ltc_d,pattern,access,mode,ops,drops
Jun 23 07:11:18,ram_l,1,52224,0,35,20,uniform,touch,MemMixApp50,54352610,9786
Jun 23 07:12:03,ram_l,1,53248,0,31,13,uniform,touch,MemMixApp50,54865100,9953
Jun 23 07:12:47,ram_l,1,54272,0,31,13,uniform,touch,MemMixApp50,54898689,9993
Jun 23 07:13:33,ram_l,1,55296,0,31,13,uniform,touch,MemMixApp50,54856894,10156
Jun 23 07:14:19,ram_l,1,56320,0,31,13,uniform,touch,MemMixApp50,55025360,10161
Jun 23 07:15:06,ram_l,1,57344,0,31,13,uniform,touch,MemMixApp50,54786124,10334
Jun 23 07:15:54,ram_l,1,58368,0,31,13,uniform,touch,MemMixApp50,54971076,10352
Jun 23 07:16:42,ram_l,1,59392,0,31,13,uniform,touch,MemMixApp50,54746945,10510
Jun 23 07:17:32,ram_l,1,60416,0,31,13,uniform,touch,MemMixApp50,54687935,10512
Jun 23 07:18:21,ram_l,1,61440,0,31,13,uniform,touch,MemMixApp50,54807219,10516
Jun 23 07:26:18,ram_l,1,36864,100,268,157,uniform,touch,MemMixApp50,27020167,10524
Jun 23 07:26:53,ram_l,1,37888,100,266,156,uniform,touch,MemMixApp50,27202112,10564
Jun 23 07:27:28,ram_l,1,38912,100,269,157,uniform,touch,MemMixApp50,26994048,10644
Jun 23 07:28:04,ram_l,1,39936,100,266,156,uniform,touch,MemMixApp50,27129220,10756
Jun 23 07:28:41,ram_l,1,40960,100,270,157,uniform,touch,MemMixApp50,26913281,11039
Jun 23 07:29:18,ram_l,1,41984,100,266,156,uniform,touch,MemMixApp50,27170535,11045
Jun 23 07:29:56,ram_l,1,43008,100,269,157,uniform,touch,MemMixApp50,26970429,11215
Jun 23 07:30:34,ram_l,1,44032,100,266,156,uniform,touch,MemMixApp50,27166837,11467
Jun 23 07:31:14,ram_l,1,45056,100,270,157,uniform,touch,MemMixApp50,26914554,11692
Jun 23 07:31:53,ram_l,1,46080,100,267,156,uniform,touch,MemMixApp50,27089187,11727
Jun 23 07:32:34,ram_l,1,47104,100,268,157,uniform,touch,MemMixApp50,27005852,11912
Jun 23 07:33:15,ram_l,1,48128,100,267,156,uniform,touch,MemMixApp50,27014526,12513
Jun 23 07:33:57,ram_l,1,49152,100,268,157,uniform,touch,MemMixApp50,26987634,13021
Jun 23 07:34:40,ram_l,1,50176,100,268,157,uniform,touch,MemMixApp50,27012361,13026
Jun 23 07:35:23,ram_l,1,51200,100,270,157,uniform,touch,MemMixApp50,26863536,13698
Jun 23 07:36:07,ram_l,1,52224,100,268,157,uniform,touch,MemMixApp50,27013725,14046
Jun 23 07:36:52,ram_l,1,53248,100,270,157,uniform,touch,MemMixApp50,26882835,14488
Jun 23 07:37:37,ram_l,1,54272,100,267,156,uniform,touch,MemMixApp50,27016614,15048
Jun 23 07:38:23,ram_l,1,55296,100,269,157,uniform,touch,MemMixApp50,26899495,15469
Jun 23 07:39:10,ram_l,1,56320,100,269,157,uniform,touch,MemMixApp50,26955054,15985
Jun 23 07:39:57,ram_l,1,57344,100,269,157,uniform,touch,MemMixApp50,26926136,16594
Jun 23 07:40:45,ram_l,1,58368,100,269,157,uniform,touch,MemMixApp50,26927736,17128
Jun 23 07:41:33,ram_l,1,59392,100,270,157,uniform,touch,MemMixApp50,26880225,17452
Jun 23 07:42:22,ram_l,1,60416,100,268,157,uniform,touch,MemMixApp50,26979676,18169
Jun 23 07:43:12,ram_l,1,61440,100,270,157,uniform,touch,MemMixApp50,26942261,18174
Jun 23 08:04:39,ram_l,1,36864,100,266,156,uniform,touch,MemMixApp50,27186997,18176
Jun 23 08:05:13,ram_l,1,37888,100,266,156,uniform,touch,MemMixApp50,27163505,18222
Jun 23 08:05:48,ram_l,1,38912,100,266,156,uniform,touch,MemMixApp50,27171798,18316
Jun 23 08:06:23,ram_l,1,39936,100,267,156,uniform,touch,MemMixApp50,27119947,18340
Jun 23 08:07:00,ram_l,1,40960,100,267,156,uniform,touch,MemMixApp50,27086301,18634
Jun 23 08:07:37,ram_l,1,41984,100,267,156,uniform,touch,MemMixApp50,27112113,18733
Jun 23 08:08:14,ram_l,1,43008,100,267,156,uniform,touch,MemMixApp50,27091667,18783
Jun 23 08:08:53,ram_l,1,44032,100,267,156,uniform,touch,MemMixApp50,27115671,18904
Jun 23 08:09:32,ram_l,1,45056,100,267,156,uniform,touch,MemMixApp50,27088894,18960
Jun 23 08:10:11,ram_l,1,46080,100,267,156,uniform,touch,MemMixApp50,27093038,19026
Jun 23 08:10:52,ram_l,1,47104,100,267,156,uniform,touch,MemMixApp50,27033098,19410
Jun 23 08:11:33,ram_l,1,48128,100,267,156,uniform,touch,MemMixApp50,27059639,20047
Jun 23 08:12:15,ram_l,1,49152,100,270,157,uniform,touch,MemMixApp50,26882028,20386
Jun 23 08:12:57,ram_l,1,50176,100,268,156,uniform,touch,MemMixApp50,27014907,20564
Jun 23 08:13:41,ram_l,1,51200,100,270,157,uniform,touch,MemMixApp50,26822615,21264
Jun 23 08:14:24,ram_l,1,52224,100,268,156,uniform,touch,MemMixApp50,27031089,21406
Jun 23 08:15:09,ram_l,1,53248,100,270,157,uniform,touch,MemMixApp50,26834986,22050
Jun 23 08:15:54,ram_l,1,54272,100,268,156,uniform,touch,MemMixApp50,27009697,22398
Jun 23 08:16:40,ram_l,1,55296,100,270,157,uniform,touch,MemMixApp50,26851516,22988
Jun 23 08:17:27,ram_l,1,56320,100,269,156,uniform,touch,MemMixApp50,26967125,23311
Jun 23 08:18:14,ram_l,1,57344,100,270,157,uniform,touch,MemMixApp50,26827668,23942
Jun 23 08:19:02,ram_l,1,58368,100,268,156,uniform,touch,MemMixApp50,27006396,24279
Jun 23 08:19:51,ram_l,1,59392,100,270,157,uniform,touch,MemMixApp50,26863717,24718
Jun 23 08:20:40,ram_l,1,60416,100,269,156,uniform,touch,MemMixApp50,26936495,25370
Jun 23 08:21:29,ram_l,1,61440,100,270,157,uniform,touch,MemMixApp50,26882367,25379
Jun 23 08:22:03,ram_l,1,36864,50,153,150,uniform,touch,MemMixApp50,37005873,25396
Jun 23 08:22:37,ram_l,1,37888,50,153,150,uniform,touch,MemMixApp50,37025498,25434
Jun 23 08:23:12,ram_l,1,38912,50,153,150,uniform,touch,MemMixApp50,36989054,25574
Jun 23 08:23:48,ram_l,1,39936,50,153,150,uniform,touch,MemMixApp50,37027458,25578
Jun 23 08:24:24,ram_l,1,40960,50,154,150,uniform,touch,MemMixApp50,36825304,25799
Jun 23 08:25:01,ram_l,1,41984,50,155,152,uniform,touch,MemMixApp50,36734786,26185
Jun 23 08:25:39,ram_l,1,43008,50,178,170,uniform,touch,MemMixApp50,34194435,26640
Jun 23 08:26:17,ram_l,1,44032,50,156,153,uniform,touch,MemMixApp50,36654291,27125
Jun 23 08:26:55,ram_l,1,45056,50,155,151,uniform,touch,MemMixApp50,36740704,27469
Jun 23 08:27:35,ram_l,1,46080,50,153,151,uniform,touch,MemMixApp50,36913507,27605
Jun 23 08:28:15,ram_l,1,47104,50,154,151,uniform,touch,MemMixApp50,36869687,27711
Jun 23 08:28:56,ram_l,1,48128,50,157,154,uniform,touch,MemMixApp50,36461687,28210
Jun 23 08:29:38,ram_l,1,49152,50,155,152,uniform,touch,MemMixApp50,36744933,28517
Jun 23 08:30:20,ram_l,1,50176,50,154,151,uniform,touch,MemMixApp50,36885856,28703
Jun 23 08:31:03,ram_l,1,51200,50,155,151,uniform,touch,MemMixApp50,36725986,29244
Jun 23 08:31:46,ram_l,1,52224,50,154,151,uniform,touch,MemMixApp50,36892572,29271
Jun 23 08:32:31,ram_l,1,53248,50,162,158,uniform,touch,MemMixApp50,35874048,29811
Jun 23 08:33:15,ram_l,1,54272,50,155,151,uniform,touch,MemMixApp50,36804998,29842
Jun 23 08:34:01,ram_l,1,55296,50,156,153,uniform,touch,MemMixApp50,36608818,30413
Jun 23 08:34:48,ram_l,1,56320,50,155,153,uniform,touch,MemMixApp50,36684529,30565
Jun 23 08:35:35,ram_l,1,57344,50,156,153,uniform,touch,MemMixApp50,36598462,31102
Jun 23 08:36:23,ram_l,1,58368,50,158,155,uniform,touch,MemMixApp50,36372381,31154
Jun 23 08:37:11,ram_l,1,59392,50,173,166,uniform,touch,MemMixApp50,34708851,31698
Jun 23 08:38:01,ram_l,1,60416,50,155,153,uniform,touch,MemMixApp50,36691127,31707
Jun 23 08:38:50,ram_l,1,61440,50,156,153,uniform,touch,MemMixApp50,36611792,31719
Jun 23 08:39:24,ram_l,1,36864,0,30,12,uniform,touch,MemMixApp50,54812274,31735
Jun 23 08:39:59,ram_l,1,37888,0,30,12,uniform,touch,MemMixApp50,55065120,31763
Jun 23 08:40:34,ram_l,1,38912,0,35,21,uniform,touch,MemMixApp50,54005361,31817
Jun 23 08:41:10,ram_l,1,39936,0,30,12,uniform,touch,MemMixApp50,55010633,31910
Jun 23 08:41:46,ram_l,1,40960,0,30,12,uniform,touch,MemMixApp50,54819189,31967
Jun 23 08:42:24,ram_l,1,41984,0,52,50,uniform,touch,MemMixApp50,51387349,32018
Jun 23 08:43:02,ram_l,1,43008,0,30,13,uniform,touch,MemMixApp50,54813690,32055
Jun 23 08:43:40,ram_l,1,44032,0,30,12,uniform,touch,MemMixApp50,54854958,32145
Jun 23 08:44:19,ram_l,1,45056,0,31,13,uniform,touch,MemMixApp50,54661042,32287
Jun 23 08:44:59,ram_l,1,46080,0,31,13,uniform,touch,MemMixApp50,54870823,32389
Jun 23 08:45:39,ram_l,1,47104,0,31,13,uniform,touch,MemMixApp50,54767235,32394
Jun 23 08:46:21,ram_l,1,48128,0,31,13,uniform,touch,MemMixApp50,54852514,32530
Jun 23 08:47:02,ram_l,1,49152,0,31,13,uniform,touch,MemMixApp50,54660655,32654
Jun 23 08:47:45,ram_l,1,50176,0,31,13,uniform,touch,MemMixApp50,54906840,32709
Jun 23 08:48:28,ram_l,1,51200,0,31,13,uniform,touch,MemMixApp50,54649814,32862
Jun 23 08:49:12,ram_l,1,52224,0,31,13,uniform,touch,MemMixApp50,54824912,32904
Jun 23 08:49:56,ram_l,1,53248,0,31,13,uniform,touch,MemMixApp50,54516755,33083
Jun 23 08:50:41,ram_l,1,54272,0,31,13,uniform,touch,MemMixApp50,54835005,33144
Jun 23 08:51:27,ram_l,1,55296,0,69,75,uniform,touch,MemMixApp50,48532700,33461
Jun 23 08:52:14,ram_l,1,56320,0,42,33,uniform,touch,MemMixApp50,52862937,33628
Jun 23 08:53:01,ram_l,1,57344,0,31,13,uniform,touch,MemMixApp50,54520981,33788
Jun 23 08:53:49,ram_l,1,58368,0,38,25,uniform,touch,MemMixApp50,53658776,33883
Jun 23 08:54:37,ram_l,1,59392,0,35,19,uniform,touch,MemMixApp50,53961405,34060
Jun 23 08:55:26,ram_l,1,60416,0,69,75,uniform,touch,MemMixApp50,48677073,34067
Jun 23 08:56:15,ram_l,1,61440,0,31,13,uniform,touch,MemMixApp50,54568887,34072
Jun 23 09:19:33,ram_l,1,1,100,19,3,uniform,touch,MemOnly50,82624064,1
Jun 23 09:19:44,ram_l,1,10,100,30,3,uniform,touch,MemOnly50,76043454,3
Jun 23 09:19:55,ram_l,1,50,100,70,33,uniform,touch,MemOnly50,58176143,36
Jun 23 09:20:05,ram_l,1,100,100,86,23,uniform,touch,MemOnly50,53196755,79
Jun 23 09:20:16,ram_l,1,200,100,95,17,uniform,touch,MemOnly50,50851700,83
Jun 23 09:20:27,ram_l,1,500,100,100,16,uniform,touch,MemOnly50,49512054,85
Jun 23 09:20:38,ram_l,1,800,100,101,16,uniform,touch,MemOnly50,49262810,86
Jun 23 09:20:49,ram_l,1,1000,100,101,16,uniform,touch,MemOnly50,49168005,114
Jun 23 09:21:00,ram_l,1,1024,100,101,16,uniform,touch,MemOnly50,49197841,117
Jun 23 09:21:11,ram_l,1,2048,100,103,16,uniform,touch,MemOnly50,48948236,122
Jun 23 09:21:23,ram_l,1,3072,100,102,16,uniform,touch,MemOnly50,49092620,124
Jun 23 09:21:34,ram_l,1,4096,100,105,16,uniform,touch,MemOnly50,48420546,126
Jun 23 09:21:46,ram_l,1,5120,100,106,16,uniform,touch,MemOnly50,48183806,127
Jun 23 09:21:58,ram_l,1,6144,100,106,16,uniform,touch,MemOnly50,47981309,129
Jun 23 09:22:11,ram_l,1,7168,100,107,16,uniform,touch,MemOnly50,47741144,132
Jun 23 09:22:23,ram_l,1,8192,100,108,16,uniform,touch,MemOnly50,47663432,179
Jun 23 09:22:36,ram_l,1,9216,100,109,16,uniform,touch,MemOnly50,47501789,183
Jun 23 09:22:49,ram_l,1,10240,100,109,16,uniform,touch,MemOnly50,47347164,233
Jun 23 09:23:02,ram_l,1,11264,100,110,17,uniform,touch,MemOnly50,47243758,236
Jun 23 09:23:16,ram_l,1,12288,100,110,17,uniform,touch,MemOnly50,47208838,277
Jun 23 09:23:29,ram_l,1,13312,100,110,17,uniform,touch,MemOnly50,47094825,282
Jun 23 09:23:43,ram_l,1,14336,100,111,16,uniform,touch,MemOnly50,46996821,283
Jun 23 09:23:57,ram_l,1,15360,100,111,17,uniform,touch,MemOnly50,46993401,332
Jun 23 09:24:11,ram_l,1,16384,100,111,16,uniform,touch,MemOnly50,46929482,339
Jun 23 09:24:26,ram_l,1,17408,100,111,17,uniform,touch,MemOnly50,46943761,382
Jun 23 09:24:41,ram_l,1,18432,100,112,17,uniform,touch,MemOnly50,46795319,385
Jun 23 09:24:56,ram_l,1,19456,100,112,17,uniform,touch,MemOnly50,46832136,439
Jun 23 09:25:12,ram_l,1,20480,100,112,17,uniform,touch,MemOnly50,46751505,441
Jun 23 09:25:28,ram_l,1,21504,100,112,16,uniform,touch,MemOnly50,46786306,442
Jun 23 09:25:44,ram_l,1,22528,100,112,17,uniform,touch,MemOnly50,46740293,445
Jun 23 09:26:00,ram_l,1,23552,100,112,16,uniform,touch,MemOnly50,46686453,446
Jun 23 09:26:16,ram_l,1,24576,100,112,17,uniform,touch,MemOnly50,46702029,484
Jun 23 09:26:33,ram_l,1,25600,100,112,16,uniform,touch,MemOnly50,46685629,487
Jun 23 09:26:50,ram_l,1,26624,100,113,17,uniform,touch,MemOnly50,46661971,489
Jun 23 09:27:07,ram_l,1,27648,100,112,17,uniform,touch,MemOnly50,46689970,539
Jun 23 09:27:25,ram_l,1,28672,100,116,22,uniform,touch,MemOnly50,45985220,546
Jun 23 09:27:44,ram_l,1,29696,100,115,21,uniform,touch,MemOnly50,46009617,551
Jun 23 09:28:02,ram_l,1,30720,100,116,23,uniform,touch,MemOnly50,45796271,556
Jun 23 09:28:21,ram_l,1,31744,100,116,23,uniform,touch,MemOnly50,45840245,597
Jun 23 09:28:40,ram_l,1,32768,100,116,23,uniform,touch,MemOnly50,45784610,598
Jun 23 09:29:00,ram_l,1,33792,100,128,43,uniform,touch,MemOnly50,43494820,601
Jun 23 09:29:20,ram_l,1,34816,100,139,61,uniform,touch,MemOnly50,41540963,658
Jun 23 09:29:42,ram_l,1,35840,100,149,77,uniform,touch,MemOnly50,39885002,708
Jun 23 09:30:02,ram_l,1,31232,100,140,64,uniform,touch,MemOnly50,41261772,710
Jun 23 09:30:21,ram_l,1,32256,100,136,58,uniform,touch,MemOnly50,41958208,711
Jun 23 09:30:42,ram_l,1,33280,100,142,67,uniform,touch,MemOnly50,41017572,714
Jun 23 09:31:02,ram_l,1,34304,100,136,57,uniform,touch,MemOnly50,41977262,763
Jun 23 09:31:23,ram_l,1,35328,100,146,73,uniform,touch,MemOnly50,40237616,765
Jun 23 09:31:34,ram_l,1,1,50,16,1,uniform,touch,MemOnly50,78659791,774
Jun 23 09:31:45,ram_l,1,10,50,23,8,uniform,touch,MemOnly50,75136515,776
Jun 23 09:31:56,ram_l,1,50,50,43,32,uniform,touch,MemOnly50,65267351,780
Jun 23 09:32:06,ram_l,1,100,50,51,39,uniform,touch,MemOnly50,62029885,782
Jun 23 09:32:17,ram_l,1,200,50,55,42,uniform,touch,MemOnly50,60403459,785
Jun 23 09:32:28,ram_l,1,500,50,57,43,uniform,touch,MemOnly50,59486467,811
Jun 23 09:32:39,ram_l,1,800,50,58,43,uniform,touch,MemOnly50,59250605,812
Jun 23 09:32:50,ram_l,1,1000,50,58,43,uniform,touch,MemOnly50,59201329,833
Jun 23 09:33:01,ram_l,1,1024,50,58,43,uniform,touch,MemOnly50,59175901,836
Jun 23 09:33:13,ram_l,1,2048,50,62,46,uniform,touch,MemOnly50,57664956,838
Jun 23 09:33:24,ram_l,1,3072,50,61,46,uniform,touch,MemOnly50,58080433,839
Jun 23 09:33:36,ram_l,1,4096,50,63,45,uniform,touch,MemOnly50,57662256,871
Jun 23 09:33:48,ram_l,1,5120,50,63,45,uniform,touch,MemOnly50,57409117,907
Jun 23 09:34:00,ram_l,1,6144,50,65,46,uniform,touch,MemOnly50,56885167,908
Jun 23 09:34:12,ram_l,1,7168,50,65,45,uniform,touch,MemOnly50,56974605,910
Jun 23 09:34:25,ram_l,1,8192,50,65,45,uniform,touch,MemOnly50,56841127,951
Jun 23 09:34:38,ram_l,1,9216,50,66,45,uniform,touch,MemOnly50,56687101,951
Jun 23 09:34:51,ram_l,1,10240,50,66,45,uniform,touch,MemOnly50,56499676,954
Jun 23 09:35:04,ram_l,1,11264,50,67,46,uniform,touch,MemOnly50,56201115,958
Jun 23 09:35:17,ram_l,1,12288,50,67,45,uniform,touch,MemOnly50,56200866,959
Jun 23 09:35:31,ram_l,1,13312,50,68,46,uniform,touch,MemOnly50,56057799,962
Jun 23 09:35:45,ram_l,1,14336,50,67,45,uniform,touch,MemOnly50,56104106,999
Jun 23 09:35:59,ram_l,1,15360,50,68,45,uniform,touch,MemOnly50,56000473,1004
Jun 23 09:36:14,ram_l,1,16384,50,68,45,uniform,touch,MemOnly50,55986782,1034
Jun 23 09:36:28,ram_l,1,17408,50,68,45,uniform,touch,MemOnly50,55929637,1034
Jun 23 09:36:43,ram_l,1,18432,50,69,45,uniform,touch,MemOnly50,55712851,1037
Jun 23 09:36:58,ram_l,1,19456,50,73,49,uniform,touch,MemOnly50,54410753,1037
Jun 23 09:37:14,ram_l,1,20480,50,73,49,uniform,touch,MemOnly50,54374172,1072
Jun 23 09:37:30,ram_l,1,21504,50,73,49,uniform,touch,MemOnly50,54390064,1080
Jun 23 09:37:46,ram_l,1,22528,50,73,49,uniform,touch,MemOnly50,54356078,1082
Jun 23 09:38:02,ram_l,1,23552,50,73,49,uniform,touch,MemOnly50,54385958,1111
Jun 23 09:38:19,ram_l,1,24576,50,73,49,uniform,touch,MemOnly50,54406205,1113
Jun 23 09:38:35,ram_l,1,25600,50,73,49,uniform,touch,MemOnly50,54149273,1119
Jun 23 09:38:52,ram_l,1,26624,50,72,48,uniform,touch,MemOnly50,54519618,1148
Jun 23 09:39:10,ram_l,1,27648,50,72,48,uniform,touch,MemOnly50,54536448,1151
Jun 23 09:39:27,ram_l,1,28672,50,72,48,uniform,touch,MemOnly50,54606895,1152
Jun 23 09:39:45,ram_l,1,29696,50,72,48,uniform,touch,MemOnly50,54586864,1154
Jun 23 09:40:03,ram_l,1,30720,50,73,49,uniform,touch,MemOnly50,54126867,1185
Jun 23 09:40:22,ram_l,1,31744,50,75,51,uniform,touch,MemOnly50,53479560,1190
Jun 23 09:40:41,ram_l,1,32768,50,83,58,uniform,touch,MemOnly50,51205549,1194
Jun 23 09:41:02,ram_l,1,33792,50,84,60,uniform,touch,MemOnly50,50751304,1210
Jun 23 09:41:23,ram_l,1,34816,50,85,61,uniform,touch,MemOnly50,50463386,1214
Jun 23 09:41:45,ram_l,1,35840,50,88,63,uniform,touch,MemOnly50,49653275,1216
Jun 23 09:42:04,ram_l,1,31232,50,88,63,uniform,touch,MemOnly50,50018670,1219
Jun 23 09:42:24,ram_l,1,32256,50,84,59,uniform,touch,MemOnly50,51034598,1251
Jun 23 09:42:44,ram_l,1,33280,50,83,58,uniform,touch,MemOnly50,51242780,1256
Jun 23 09:43:05,ram_l,1,34304,50,84,60,uniform,touch,MemOnly50,50822649,1257
Jun 23 09:43:26,ram_l,1,35328,50,91,66,uniform,touch,MemOnly50,49016235,1260
Jun 23 09:43:37,ram_l,1,1,0,15,0,uniform,touch,MemOnly50,83950474,1262
Jun 23 09:43:48,ram_l,1,10,0,15,0,uniform,touch,MemOnly50,83872765,1263
Jun 23 09:43:59,ram_l,1,50,0,15,0,uniform,touch,MemOnly50,83263878,1275
Jun 23 09:44:10,ram_l,1,100,0,15,0,uniform,touch,MemOnly50,83011447,1278
Jun 23 09:44:21,ram_l,1,200,0,15,0,uniform,touch,MemOnly50,82775676,1287
Jun 23 09:44:32,ram_l,1,500,0,15,0,uniform,touch,MemOnly50,82612021,1288
Jun 23 09:44:43,ram_l,1,800,0,15,0,uniform,touch,MemOnly50,82525076,1288
Jun 23 09:44:54,ram_l,1,1000,0,15,0,uniform,touch,MemOnly50,82628213,1288
Jun 23 09:45:05,ram_l,1,1024,0,15,0,uniform,touch,MemOnly50,82644451,1290
Jun 23 09:45:16,ram_l,1,2048,0,15,0,uniform,touch,MemOnly50,82110490,1299
Jun 23 09:45:28,ram_l,1,3072,0,15,0,uniform,touch,MemOnly50,81976704,1300
Jun 23 09:45:39,ram_l,1,4096,0,17,2,uniform,touch,MemOnly50,81099234,1314
Jun 23 09:45:51,ram_l,1,5120,0,18,3,uniform,touch,MemOnly50,80591412,1314
Jun 23 09:46:04,ram_l,1,6144,0,19,3,uniform,touch,MemOnly50,80002283,1315
Jun 23 09:46:16,ram_l,1,7168,0,20,3,uniform,touch,MemOnly50,79510365,1316
Jun 23 09:46:29,ram_l,1,8192,0,20,3,uniform,touch,MemOnly50,79140813,1329
Jun 23 09:46:41,ram_l,1,9216,0,20,3,uniform,touch,MemOnly50,78894792,1331
Jun 23 09:46:55,ram_l,1,10240,0,21,3,uniform,touch,MemOnly50,78646189,1332
Jun 23 09:47:08,ram_l,1,11264,0,21,3,uniform,touch,MemOnly50,78483904,1335
Jun 23 09:47:21,ram_l,1,12288,0,22,3,uniform,touch,MemOnly50,78309359,1350
Jun 23 09:47:35,ram_l,1,13312,0,22,3,uniform,touch,MemOnly50,78129087,1350
Jun 23 09:47:49,ram_l,1,14336,0,22,3,uniform,touch,MemOnly50,77881665,1369
Jun 23 09:48:03,ram_l,1,15360,0,22,3,uniform,touch,MemOnly50,77542201,1371
Jun 23 09:48:18,ram_l,1,16384,0,23,3,uniform,touch,MemOnly50,76975141,1376
Jun 23 09:48:33,ram_l,1,17408,0,23,3,uniform,touch,MemOnly50,76972255,1377
Jun 23 09:48:48,ram_l,1,18432,0,23,3,uniform,touch,MemOnly50,77023012,1380
Jun 23 09:49:03,ram_l,1,19456,0,23,3,uniform,touch,MemOnly50,76764244,1380
Jun 23 09:49:18,ram_l,1,20480,0,27,8,uniform,touch,MemOnly50,74311654,1381
Jun 23 09:49:34,ram_l,1,21504,0,23,3,uniform,touch,MemOnly50,75274724,1381
Jun 23 09:49:51,ram_l,1,22528,0,24,3,uniform,touch,MemOnly50,75163774,1381
Jun 23 09:50:07,ram_l,1,23552,0,23,3,uniform,touch,MemOnly50,75418832,1383
Jun 23 09:50:24,ram_l,1,24576,0,24,3,uniform,touch,MemOnly50,73985652,1384
Jun 23 09:50:41,ram_l,1,25600,0,30,12,uniform,touch,MemOnly50,71507026,1384
Jun 23 09:50:59,ram_l,1,26624,0,24,3,uniform,touch,MemOnly50,73397428,1386
Jun 23 09:51:17,ram_l,1,27648,0,24,3,uniform,touch,MemOnly50,73384103,1388
Jun 23 09:51:35,ram_l,1,28672,0,24,3,uniform,touch,MemOnly50,73487929,1390
Jun 23 09:51:54,ram_l,1,29696,0,24,3,uniform,touch,MemOnly50,73713470,1390
Jun 23 09:52:13,ram_l,1,30720,0,25,3,uniform,touch,MemOnly50,73016934,1391
Jun 23 09:52:32,ram_l,1,31744,0,25,3,uniform,touch,MemOnly50,71052173,1391
Jun 23 09:52:53,ram_l,1,32768,0,25,3,uniform,touch,MemOnly50,70687531,1392
Jun 23 09:53:13,ram_l,1,33792,0,26,3,uniform,touch,MemOnly50,70110685,1393
Jun 23 09:53:35,ram_l,1,34816,0,25,3,uniform,touch,MemOnly50,69933182,1393
Jun 23 09:53:57,ram_l,1,35840,0,26,3,uniform,touch,MemOnly50,69417103,1394
Jun 23 09:54:18,ram_l,1,31232,0,26,4,uniform,touch,MemOnly50,68258942,1396
Jun 23 09:54:39,ram_l,1,32256,0,26,3,uniform,touch,MemOnly50,68833676,1399
Jun 23 09:55:00,ram_l,1,33280,0,26,4,uniform,touch,MemOnly50,68547547,1400
Jun 23 09:55:22,ram_l,1,34304,0,26,3,uniform,touch,MemOnly50,69123097,1402
Jun 23 09:55:44,ram_l,1,35328,0,26,3,uniform,touch,MemOnly50,68991319,1404
Jun 23 09:19:46,ram_r,1,36864,100,156,89,uniform,touch,MemOnly50,38778215,1406
Jun 23 09:20:09,ram_r,1,37888,100,167,104,uniform,touch,MemOnly50,37178021,1411
Jun 23 09:20:34,ram_r,1,38912,100,175,113,uniform,touch,MemOnly50,36154296,1414
Jun 23 09:21:00,ram_r,1,39936,100,184,126,uniform,touch,MemOnly50,34951130,1428
Jun 23 09:21:26,ram_r,1,40960,100,190,132,uniform,touch,MemOnly50,34248014,1479
Jun 23 09:21:54,ram_r,1,41984,100,200,142,uniform,touch,MemOnly50,33092139,1484
Jun 23 09:22:23,ram_r,1,43008,100,206,147,uniform,touch,MemOnly50,32502089,1487
Jun 23 09:22:52,ram_r,1,44032,100,214,155,uniform,touch,MemOnly50,31612062,1492
Jun 23 09:23:23,ram_r,1,45056,100,219,159,uniform,touch,MemOnly50,31194411,1580
Jun 23 09:23:55,ram_r,1,46080,100,226,165,uniform,touch,MemOnly50,30493611,1584
Jun 23 09:24:28,ram_r,1,47104,100,231,168,uniform,touch,MemOnly50,30026525,1588
Jun 23 09:25:01,ram_r,1,48128,100,237,173,uniform,touch,MemOnly50,29459484,1593
Jun 23 09:25:36,ram_r,1,49152,100,242,175,uniform,touch,MemOnly50,29095406,1597
Jun 23 09:26:12,ram_r,1,50176,100,250,179,uniform,touch,MemOnly50,28458816,1601
Jun 23 09:26:49,ram_r,1,51200,100,253,181,uniform,touch,MemOnly50,28153624,1605
Jun 23 09:27:27,ram_r,1,52224,100,259,183,uniform,touch,MemOnly50,27725307,1681
Jun 23 09:28:06,ram_r,1,53248,100,262,185,uniform,touch,MemOnly50,27454224,1682
Jun 23 09:28:46,ram_r,1,54272,100,269,187,uniform,touch,MemOnly50,26985683,1686
Jun 23 09:29:27,ram_r,1,55296,100,272,188,uniform,touch,MemOnly50,26771099,1741
Jun 23 09:30:09,ram_r,1,56320,100,277,190,uniform,touch,MemOnly50,26399880,1746
Jun 23 09:30:52,ram_r,1,57344,100,280,190,uniform,touch,MemOnly50,26154037,1749
Jun 23 09:31:36,ram_r,1,58368,100,284,191,uniform,touch,MemOnly50,25928024,1754
Jun 23 09:32:21,ram_r,1,59392,100,287,192,uniform,touch,MemOnly50,25696252,1759
Jun 23 09:33:07,ram_r,1,60416,100,293,192,uniform,touch,MemOnly50,25353810,1762
Jun 23 09:33:54,ram_r,1,61440,100,292,192,uniform,touch,MemOnly50,25384640,1767
Jun 23 09:34:22,ram_r,1,36864,50,126,116,uniform,touch,MemOnly50,40769546,1771
Jun 23 09:34:51,ram_r,1,37888,50,131,122,uniform,touch,MemOnly50,40013039,1773
Jun 23 09:35:20,ram_r,1,38912,50,130,120,uniform,touch,MemOnly50,40190619,1775
Jun 23 09:35:50,ram_r,1,39936,50,140,135,uniform,touch,MemOnly50,38787698,1779
Jun 23 09:36:21,ram_r,1,40960,50,131,123,uniform,touch,MemOnly50,39954467,1781
